dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
2,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,727,20
25,1,"PROGRAMACION 2",8.0,11.0,312,94
13,2,"ADMINISTRACION DE INFRAESTRUCTURAS",8.0,12.0,307,180
14,3,"ADMINISTRACION DE OPERACIONES",8.0,10.5,A22,124
16,4,"AGRIMENSURA LEGAL 1",8.0,12.0,116,6
16,4,"AGRIMENSURA LEGAL 1",8.0,12.0,722,10
16,4,"AGRIMENSURA LEGAL 1",8.0,12.0,102,25
6,5,"AGRIMENSURA LEGAL 2",16.0,20.0,116,6
4,6,"AGRIMENSURA LEGAL 3",16.0,20.0,116,6
20,7,"AGRIMENSURA LEGAL 4",16.0,20.0,116,6
15,8,"ALISTAMIENTO NAVAL",16.0,20.0,116,6
16,9,"ANALISIS DE ALIMENTOS",16.0,20.0,116,6
22,10,"ANTENAS Y PROPAGACION",16.0,20.0,116,6
10,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,Actos,128
7,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
17,13,"ASPECTOS BASICOS DE REDES DE COMPUT",12.0,15.0,116,6
17,13,"ASPECTOS BASICOS DE REDES DE COMPUT",12.0,15.0,703,20
17,14,"ASTRONOMIA GEODESICA",8.0,12.0,307,180
12,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,C01,194
14,16,"AVALUACIONES 1",8.0,12.0,B01,223
19,17,"AVALUACIONES 2",8.0,12.0,C01,194
8,18,"AVALUACIONES 3",16.0,20.0,116,6
8,18,"AVALUACIONES 3",16.0,20.0,727,20
5,19,"BASES DE DATOS I",8.0,12.0,307,180
10,20,"BASES DE DATOS II",8.0,12.0,C01,194
5,21,"BASES DE DATOS PARA INGENIERIA",8.0,11.0,310,16
2,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
2,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
2,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,307,180
16,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,B01,223
16,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,C01,194
16,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,309,16
24,24,"CALCULO VECTORIAL",8.0,11.0,312,94
4,25,"CALIDAD DE AGUAS",8.0,12.0,307,180
3,26,"CAMINOS Y CALLES 1",8.0,12.0,C21,25
3,26,"CAMINOS Y CALLES 1",8.0,12.0,B01,223
5,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",8.0,12.0,A01,145
23,28,"CARTOGRAFIA MATEMATICA",12.0,16.0,116,6
9,29,"CARTOGRAFÍA TEMÁTICA",8.0,12.0,A01,145
19,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",8.0,12.0,307,180
13,31,"CATASTRO",8.0,12.0,A01,145
11,32,"COMERCIALIZACION",8.0,12.0,B01,223
9,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",8.0,12.0,307,180
21,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",8.0,11.0,310,16
22,35,"COMPORTAMIENTO MECANICO DE MATERIALES 2",8.0,11.5,B12,141
18,36,"COMPORTAMIENTO MEC. DE MATERIALES",17.5,21.0,116,6
25,37,"COMPUTACION 1",8.0,11.0,727,20
20,38,"COMUNICACIONES DIGITALES",12.0,16.0,116,6
25,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",16.0,19.0,310,16
15,40,"CONTABILIDAD (ACT.COMPL.4)",8.0,12.0,B12,141
23,41,"CONTROL DE CALIDAD",8.0,12.0,727,20
23,41,"CONTROL DE CALIDAD",8.0,12.0,722,10
2,42,"COSTOS",8.0,12.0,310,16
22,43,"COSTOS PARA INGENIERIA",8.0,12.0,722,10
16,44,"DINAMICA DE MAQUINAS Y VIBRACION",8.0,12.0,A01,145
25,45,"DISEÑO ASISTIDO POR COMPUTADOR",10.0,14.0,309,16
13,46,"DISEÑO CATASTRAL",12.0,16.0,116,6
15,47,"DISEÑO DE PROCESOS QUIMICOS",8.0,12.0,B01,223
25,48,"DISEÑO DE REDES DE COND.EN ING.SANITARIA",16.0,20.0,116,6
11,49,"DISEÑO HIDROLOGICO",8.0,12.0,722,10
11,49,"DISEÑO HIDROLOGICO",8.0,12.0,727,20
7,50,"DISEÑO LOGICO",12.0,16.0,727,20
7,50,"DISEÑO LOGICO",12.0,16.0,A11,25
14,51,"DISEÑO Y MONTAJE DE LAS INDUSTRIAS DE PROCESOS",8.0,12.0,307,180
1,52,"ECONOMIA",8.0,12.0,B01,223
1,52,"ECONOMIA",8.0,12.0,C01,194
1,52,"ECONOMIA",8.0,12.0,722,10
7,53,"ECONOMÍA (AREA)",15.0,19.0,116,6
15,54,"EJERCICIOS DE INGENIERIA SANITARIA",8.0,12.0,307,180
22,55,"ELASTICIDAD",8.0,12.0,116,6
6,56,"ELECTROMAGNETISMO",11.5,15.5,B01,223
6,56,"ELECTROMAGNETISMO",11.5,15.5,C01,194
24,57,"ELECTRONICA AVANZADA 1",15.0,18.0,310,16
23,58,"ELECTRONICA AVANZADA 2",8.0,11.0,B12,141
24,59,"ELECTRONICA DE POTENCIA",8.0,12.0,722,10
8,60,"ELECTROTECNICA",8.0,11.0,310,16
24,61,"ELECTROTECNICA I",8.0,10.5,305,35
24,61,"ELECTROTECNICA I",8.0,10.5,725,20
25,62,"ELECTROTECNICA II",8.0,11.0,310,16
5,63,"ELEMENTOS DE GESTION LOGISTICA",8.0,12.0,B01,223
14,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,B12,141
23,65,"ELEMENTOS DE MAQUINAS",16.0,20.0,116,6
2,66,"ELEMENTOS DE MECANICA DE LOS FLUIDOS",8.0,11.0,B11,50
11,67,"ELEMENTOS DE NAVEGACION",8.0,12.0,C01,194
9,68,"ELEMENTOS DE TOPOGRAFIA",12.0,16.0,116,6
5,69,"ENERGIA 1- COMBUSTION",8.0,11.0,312,94
5,69,"ENERGIA 1- COMBUSTION",8.0,11.0,725,20
24,70,"ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS",16.0,20.0,116,6
3,71,"ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION",16.0,20.0,A11,25
3,71,"ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION",16.0,20.0,309,16
1,72,"ESTRUCTURAS DE ACERO",19.0,21.0,116,6
24,73,"ESTRUCTURAS DE BUQUES",8.0,12.0,116,6
24,73,"ESTRUCTURAS DE BUQUES",8.0,12.0,727,20
14,74,"ESTRUCTURAS DE DATOS Y ALGORITMOS",8.0,12.0,A01,145
3,75,"ESTRUCTURAS DE MADERA",12.0,16.0,A11,25
3,75,"ESTRUCTURAS DE MADERA",12.0,16.0,310,16
2,76,"ESTUDIO DEL TRABAJO",15.0,19.0,116,6
2,76,"ESTUDIO DEL TRABAJO",15.0,19.0,722,10
2,76,"ESTUDIO DEL TRABAJO",15.0,19.0,C21,25
1,77,"FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS",8.0,12.0,311,29
1,77,"FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS",8.0,12.0,703,20
4,78,"FISICA 1",8.0,11.0,B01,223
4,78,"FISICA 1",8.0,11.0,C01,194
2,79,"FISICA 2",8.0,11.0,Piso,70
2,80,"FISICA 3",8.0,11.0,C22,102
2,80,"FISICA 3",8.0,11.0,116,6
2,80,"FISICA 3",8.0,11.0,502,20
1,81,"FISICA TERMICA",12.0,15.5,310,16
1,81,"FISICA TERMICA",12.0,15.5,B01,223
6,82,"FLUIDODINAMICA",8.0,12.0,B21,39
6,83,"FOTOGRAMETRIA",12.0,16.0,116,6
6,83,"FOTOGRAMETRIA",12.0,16.0,310,16
24,84,"FUNCIONES DE VARIABLE COMPLEJA",12.0,15.0,310,16
9,85,"FUNDAMENTOS DE BASES DE DATOS",8.0,11.0,310,16
23,86,"FUNDAMENTOS DE ROBOTICA INDUSTRIAL",8.0,12.0,307,180
12,87,"FUND. DE LA PROD. DE CELULOSA Y PAPEL",8.0,11.0,A22,124
19,88,"GENERADORES DE VAPOR",8.0,12.0,116,6
20,89,"GEODESIA 1",8.0,12.0,116,6
12,90,"GEODESIA 2",8.0,12.0,C12,131
4,91,"GEODESIA 3",12.0,16.0,116,6
4,91,"GEODESIA 3",12.0,16.0,310,16
22,92,"GEOESTADISTICA APLICADA",8.0,12.0,B01,223
17,93,"GEOFISICA",8.0,12.0,B12,141
24,94,"GEOLOGIA DE INGENIERIA",8.0,12.0,310,16
2,95,"GEOMETRIA Y ALGEBRA LINEAL 1",11.0,14.0,B01,223
2,95,"GEOMETRIA Y ALGEBRA LINEAL 1",11.0,14.0,C01,194
13,96,"GEOMETRIA Y ALGEBRA LINEAL 1 INTERACTIVA",8.0,11.0,722,10
6,97,"GEOMETRIA Y ALGEBRA LINEAL 2",8.0,11.5,B01,223
6,97,"GEOMETRIA Y ALGEBRA LINEAL 2",8.0,11.5,C01,194
6,97,"GEOMETRIA Y ALGEBRA LINEAL 2",8.0,11.5,722,10
3,98,"GESTION DE CALIDAD",8.0,12.0,722,10
21,99,"GESTION DE CALIDAD AMBIENTAL",12.0,16.0,309,16
24,100,"GESTION DEL MANTENIMIENTO",12.0,16.0,116,6
15,101,"GESTION DE LOS RRHH. EN LA PROD. DE BIENES Y SERV.",8.0,12.0,501,62
18,102,"GESTION DE MANTENIMIENTO",11.0,15.0,727,20
9,103,"HIDRAULICA FLUVIAL Y MARITIMA",8.0,12.0,116,6
9,103,"HIDRAULICA FLUVIAL Y MARITIMA",8.0,12.0,C11,25
19,104,"HIDRAULICA Y NEUMATICA",8.0,12.0,A01,145
17,105,"HIDRODINAMICA NAVAL",15.0,19.0,116,6
9,106,"HIDROLOGIA AVANZADA II",8.0,12.0,B12,141
19,107,"HIDROLOGIA E HIDRAULICA APLICADAS",8.0,12.0,727,20
19,107,"HIDROLOGIA E HIDRAULICA APLICADAS",8.0,12.0,725,20
25,108,"HIGIENE Y SERV. DE PLANTAS PROC. DE ALIMENTOS",8.0,12.0,502,20
25,108,"HIGIENE Y SERV. DE PLANTAS PROC. DE ALIMENTOS",8.0,12.0,B01,223
25,108,"HIGIENE Y SERV. DE PLANTAS PROC. DE ALIMENTOS",8.0,12.0,A11,25
25,109,"HORMIGON ESTRUCTURAL 1",8.0,11.5,311,29
1,110,"HORMIGON ESTRUCTURAL 2",8.0,10.0,705,20
1,110,"HORMIGON ESTRUCTURAL 2",8.0,10.0,B12,141
1,110,"HORMIGON ESTRUCTURAL 2",8.0,10.0,309,16
18,111,"HORMIGON ESTRUCTURAL 3",8.0,13.5,116,6
18,111,"HORMIGON ESTRUCTURAL 3",8.0,13.5,725,20
10,112,"INGENIERIA AMBIENTAL PARA LA INDUSTRIA DE PROCESOS",8.0,12.0,307,180
9,113,"INGENIERIA BIOQUIMICA",16.0,20.0,116,6
1,114,"INGENIERIA DE LAS REACCIONES QUIMICAS 1",15.5,19.5,310,16
1,114,"INGENIERIA DE LAS REACCIONES QUIMICAS 1",15.5,19.5,B01,223
25,115,"INGENIERIA DE LAS REACCIONES QUIMICAS 2",8.0,10.0,601,60
25,115,"INGENIERIA DE LAS REACCIONES QUIMICAS 2",8.0,10.0,309,16
15,116,"INGENIERIA DE LOS PROCESOS ELECTROQUIMICOS",8.0,12.0,C12,131
11,117,"INGENIERIA DE SOFTWARE",16.0,20.0,116,6
11,118,"INGENIERIA LEGAL",8.0,12.0,311,29
11,118,"INGENIERIA LEGAL",8.0,12.0,116,6
10,119,"INGLES CONVERSACIONAL (ACT.COMPL.2)",8.0,12.0,B12,141
10,120,"INGLES TECNICO",8.0,12.0,116,6
20,121,"INGLES TECNICO 1 (ACT.COMPL.1)",8.0,12.0,727,20
21,122,"INSTALACIONES ELECTRICAS",8.0,12.0,116,6
21,122,"INSTALACIONES ELECTRICAS",8.0,12.0,309,16
12,123,"INSTALACIONES GENERALES DE GASES COMBUSTIBLES",8.0,12.0,A01,145
2,124,"INSTRUMENTACION INDUSTRIAL",16.0,20.0,310,16
5,125,"INSTRUMENTACION Y CONTROL",8.0,11.0,Actos,128
2,126,"INT. A LA CIENCIA DE LOS MATERIALES",19.0,20.5,722,10
21,127,"INT. A LA CIENCIA DE MATERIALES",12.0,13.5,C21,25
10,128,"INT. A LA COMBUSTION",8.0,12.0,A01,145
6,129,"INT. A LA CONSTRUCCION",15.5,19.5,727,20
6,129,"INT. A LA CONSTRUCCION",15.5,19.5,B01,223
17,130,"INT. A LA CORROSION DEL HORMIGON ARMADO",8.0,12.0,B01,223
2,131,"INT. A LA ELECTROTECNIA",8.0,11.0,722,10
22,132,"INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.",8.0,12.0,C01,194
19,133,"INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.(ÁREA)",12.0,16.0,116,6
1,134,"INT. A LA EVALUACION Y GESTION AMBIENTAL",8.0,12.0,116,6
21,135,"INT. A LA FISICA MODERNA",12.0,16.0,116,6
21,135,"INT. A LA FISICA MODERNA",12.0,16.0,B01,223
15,136,"INT. A LA GEODESIA Y SIST. DE POS. GLOBAL",8.0,12.0,A01,145
4,137,"INT. A LA INGENIERIA BIOQUIMICA",8.0,12.0,310,16
4,137,"INT. A LA INGENIERIA BIOQUIMICA",8.0,12.0,102,25
2,138,"INT. A LA INGENIERIA DE PROCESOS",12.0,16.0,310,16
15,139,"INT. A LA INGENIERIA DE SOFTWARE",12.0,15.0,310,16
16,140,"INT. A LA INGENIERIA NAVAL",12.0,16.0,116,6
12,141,"INT. A LA INGENIERIA SANITARIA",16.0,20.0,116,6
7,142,"INT. A LA INVESTIGACION DE OPERACIONES",8.0,12.0,A11,25
7,142,"INT. A LA INVESTIGACION DE OPERACIONES",8.0,12.0,116,6
7,142,"INT. A LA INVESTIGACION DE OPERACIONES",8.0,12.0,B01,223
23,143,"INT. A LA MECANICA DE LOS FLUIDOS",12.0,16.0,722,10
3,144,"INT. A LA MECANICA DE SUELOS",12.0,15.5,31,35
3,144,"INT. A LA MECANICA DE SUELOS",12.0,15.5,B01,223
13,145,"INT. AL ANALISIS RURAL",8.0,12.0,C01,194
7,146,"INT. A LA OPTICA",8.0,11.5,722,10
22,147,"INT. A LA PREVENCION DE RIESGOS LABORALES",12.0,16.0,116,6
7,148,"INT. A LAS ECUACIONES DIFERENCIALES",15.0,18.0,722,10
7,148,"INT. A LAS ECUACIONES DIFERENCIALES",15.0,18.0,B01,223
17,149,"INT. A LA TERMODINAMICA",8.0,11.0,Actos,128
24,150,"INT. AL CONTROL INDUSTRIAL",8.0,12.0,307,180
2,151,"INT. AL DERECHO",19.0,21.0,116,6
6,152,"INT. A LOS MICROPROCESADORES",8.0,12.0,727,20
17,153,"INT. A LOS SIST. DE PROT. DE SIST. ELECT. DE POT.",8.0,12.0,116,6
17,153,"INT. A LOS SIST. DE PROT. DE SIST. ELECT. DE POT.",8.0,12.0,309,16
22,154,"INT. AL SISTEMA CLIMATICO",8.0,12.0,B11,50
16,155,"INT. AL TRANSPORTE",8.0,12.0,307,180
14,156,"LABORATORIO DE TECNOLOGIA DEL HORMIGON",8.0,12.0,116,6
10,157,"LEGISLACION TERRITORIAL",8.0,12.0,B01,223
2,158,"LEGISLACION Y RELACIONES INDUSTRIALES",8.0,10.0,B21,39
1,159,"LOGICA",8.0,12.0,312,94
18,160,"MAMPOSTERIA ESTRUCTURAL",8.0,12.0,501,62
18,160,"MAMPOSTERIA ESTRUCTURAL",8.0,12.0,309,16
24,161,"MANTENIMIENTO DE BUQUES",8.0,12.0,B01,223
25,162,"MAQUINARIA NAVAL",12.0,16.0,116,6
25,162,"MAQUINARIA NAVAL",12.0,16.0,502,20
11,163,"MAQUINAS ELECTRICAS",8.0,10.5,B12,141
14,164,"MAQUINAS PARA FLUIDOS",8.0,12.0,502,20
8,165,"MAQUINAS PARA FLUIDOS I",8.0,11.0,C21,25
3,166,"MAQUINAS PARA FLUIDOS II",12.0,16.0,116,6
22,167,"MAQUINAS Y EQUIPOS PARA TRANSPORTE",8.0,12.0,A01,145
14,168,"MATEMATICA",8.0,12.0,C01,194
25,169,"MATEMATICA 1",8.0,11.0,722,10
7,170,"MATEMATICA 2",11.5,14.5,722,10
4,171,"MATEMATICA 3",8.0,11.0,C12,131
23,172,"MATEMATICA DISCRETA 1",8.0,11.0,B01,223
23,172,"MATEMATICA DISCRETA 1",8.0,11.0,C01,194
12,173,"MATEMATICA DISCRETA 2",8.0,11.0,A12,119
