dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
1,0,"ELECTRONICA FUNDAMENTAL",16.0,19.5,727,20
18,1,"PROGRAMACION 2",8.0,11.0,312,94
10,2,"ADMINISTRACION DE INFRAESTRUCTURAS",16.0,20.0,116,6
8,3,"ADMINISTRACION DE OPERACIONES",18.5,21.0,116,6
21,4,"AGRIMENSURA LEGAL 1",16.0,20.0,116,6
13,5,"AGRIMENSURA LEGAL 2",12.0,16.0,116,6
18,6,"AGRIMENSURA LEGAL 3",12.0,16.0,116,6
14,7,"AGRIMENSURA LEGAL 4",8.0,12.0,309,16
14,7,"AGRIMENSURA LEGAL 4",8.0,12.0,705,20
13,8,"ALISTAMIENTO NAVAL",8.0,12.0,B01,223
25,9,"ANALISIS DE ALIMENTOS",12.0,16.0,310,16
11,10,"ANTENAS Y PROPAGACION",12.0,16.0,116,6
15,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,Actos,128
23,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
11,13,"ASPECTOS BASICOS DE REDES DE COMPUT",8.0,11.0,C12,131
13,14,"ASTRONOMIA GEODESICA",8.0,12.0,722,10
13,14,"ASTRONOMIA GEODESICA",8.0,12.0,310,16
8,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,307,180
4,16,"AVALUACIONES 1",8.0,12.0,B01,223
14,17,"AVALUACIONES 2",8.0,12.0,307,180
9,18,"AVALUACIONES 3",12.0,16.0,116,6
16,19,"BASES DE DATOS I",8.0,12.0,116,6
16,19,"BASES DE DATOS I",8.0,12.0,722,10
6,20,"BASES DE DATOS II",8.0,12.0,C01,194
2,21,"BASES DE DATOS PARA INGENIERIA",8.0,11.0,310,16
2,21,"BASES DE DATOS PARA INGENIERIA",8.0,11.0,727,20
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,301,76
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,A01,145
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
2,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,307,180
2,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,C01,194
20,24,"CALCULO VECTORIAL",8.0,11.0,307,180
20,24,"CALCULO VECTORIAL",8.0,11.0,309,16
6,25,"CALIDAD DE AGUAS",8.0,12.0,B12,141
3,26,"CAMINOS Y CALLES 1",16.0,20.0,310,16
9,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",8.0,12.0,307,180
7,28,"CARTOGRAFIA MATEMATICA",15.0,19.0,116,6
9,29,"CARTOGRAFÍA TEMÁTICA",8.0,12.0,116,6
9,29,"CARTOGRAFÍA TEMÁTICA",8.0,12.0,727,20
22,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",8.0,12.0,C01,194
10,31,"CATASTRO",8.0,12.0,B01,223
23,32,"COMERCIALIZACION",12.0,16.0,310,16
7,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",8.0,12.0,B01,223
1,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",11.0,14.0,310,16
22,35,"COMPORTAMIENTO MECANICO DE MATERIALES 2",8.0,11.5,307,180
6,36,"COMPORTAMIENTO MEC. DE MATERIALES",17.5,21.0,116,6
23,37,"COMPUTACION 1",16.0,19.0,727,20
5,38,"COMUNICACIONES DIGITALES",8.0,12.0,Piso,70
18,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",8.0,11.0,310,16
18,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",8.0,11.0,C21,25
6,40,"CONTABILIDAD (ACT.COMPL.4)",8.0,12.0,307,180
20,41,"CONTROL DE CALIDAD",8.0,12.0,727,20
3,42,"COSTOS",8.0,12.0,310,16
21,43,"COSTOS PARA INGENIERIA",8.0,12.0,B01,223
9,44,"DINAMICA DE MAQUINAS Y VIBRACION",8.0,12.0,C01,194
10,45,"DISEÑO ASISTIDO POR COMPUTADOR",12.0,16.0,116,6
20,46,"DISEÑO CATASTRAL",15.0,19.0,116,6
8,47,"DISEÑO DE PROCESOS QUIMICOS",8.0,12.0,C01,194
18,48,"DISEÑO DE REDES DE COND.EN ING.SANITARIA",16.0,20.0,116,6
21,49,"DISEÑO HIDROLOGICO",12.0,16.0,116,6
24,50,"DISEÑO LOGICO",8.0,12.0,727,20
24,50,"DISEÑO LOGICO",8.0,12.0,722,10
15,51,"DISEÑO Y MONTAJE DE LAS INDUSTRIAS DE PROCESOS",12.0,16.0,116,6
1,52,"ECONOMIA",14.0,18.0,B01,223
1,52,"ECONOMIA",14.0,18.0,C01,194
1,52,"ECONOMIA",14.0,18.0,725,20
14,53,"ECONOMÍA (AREA)",8.0,12.0,B23,101
11,54,"EJERCICIOS DE INGENIERIA SANITARIA",8.0,12.0,307,180
24,55,"ELASTICIDAD",12.0,16.0,116,6
4,56,"ELECTROMAGNETISMO",8.0,12.0,310,16
15,57,"ELECTRONICA AVANZADA 1",8.0,11.0,C12,131
15,57,"ELECTRONICA AVANZADA 1",8.0,11.0,502,20
2,58,"ELECTRONICA AVANZADA 2",8.0,11.0,C21,25
10,59,"ELECTRONICA DE POTENCIA",8.0,12.0,722,10
25,60,"ELECTROTECNICA",16.0,19.0,310,16
23,61,"ELECTROTECNICA I",8.0,10.5,31,35
24,62,"ELECTROTECNICA II",16.0,19.0,310,16
9,63,"ELEMENTOS DE GESTION LOGISTICA",8.0,12.0,A01,145
23,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,116,6
23,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,727,20
19,65,"ELEMENTOS DE MAQUINAS",16.0,20.0,116,6
19,66,"ELEMENTOS DE MECANICA DE LOS FLUIDOS",8.0,11.0,B11,50
14,67,"ELEMENTOS DE NAVEGACION",8.0,12.0,C01,194
3,68,"ELEMENTOS DE TOPOGRAFIA",8.0,12.0,C11,25
3,69,"ENERGIA 1- COMBUSTION",8.0,11.0,305,35
21,70,"ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS",8.0,12.0,116,6
12,71,"ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION",12.0,16.0,116,6
25,72,"ESTRUCTURAS DE ACERO",19.0,21.0,116,6
2,73,"ESTRUCTURAS DE BUQUES",11.0,15.0,310,16
11,74,"ESTRUCTURAS DE DATOS Y ALGORITMOS",8.0,12.0,A01,145
22,75,"ESTRUCTURAS DE MADERA",14.0,18.0,116,6
16,76,"ESTUDIO DEL TRABAJO",8.0,12.0,307,180
8,77,"FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS",8.0,12.0,311,29
15,78,"FISICA 1",8.0,11.0,B01,223
15,78,"FISICA 1",8.0,11.0,C01,194
20,79,"FISICA 2",8.0,11.0,501,62
20,79,"FISICA 2",8.0,11.0,B01,223
20,79,"FISICA 2",8.0,11.0,116,6
25,80,"FISICA 3",8.0,11.0,C22,102
25,80,"FISICA 3",8.0,11.0,601,60
23,81,"FISICA TERMICA",8.0,11.5,311,29
2,82,"FLUIDODINAMICA",11.5,15.5,C21,25
2,82,"FLUIDODINAMICA",11.5,15.5,B01,223
2,83,"FOTOGRAMETRIA",12.0,16.0,116,6
24,84,"FUNCIONES DE VARIABLE COMPLEJA",8.0,11.0,A11,25
7,85,"FUNDAMENTOS DE BASES DE DATOS",8.0,11.0,310,16
7,85,"FUNDAMENTOS DE BASES DE DATOS",8.0,11.0,116,6
4,86,"FUNDAMENTOS DE ROBOTICA INDUSTRIAL",12.0,16.0,116,6
4,87,"FUND. DE LA PROD. DE CELULOSA Y PAPEL",8.0,11.0,A01,145
5,88,"GENERADORES DE VAPOR",16.0,20.0,116,6
3,89,"GEODESIA 1",16.0,20.0,116,6
15,90,"GEODESIA 2",16.0,20.0,116,6
19,91,"GEODESIA 3",8.0,12.0,502,20
19,91,"GEODESIA 3",8.0,12.0,A11,25
19,91,"GEODESIA 3",8.0,12.0,309,16
15,92,"GEOESTADISTICA APLICADA",8.0,12.0,A01,145
12,93,"GEOFISICA",8.0,12.0,C01,194
24,94,"GEOLOGIA DE INGENIERIA",12.0,16.0,727,20
1,95,"GEOMETRIA Y ALGEBRA LINEAL 1",11.0,14.0,B01,223
1,95,"GEOMETRIA Y ALGEBRA LINEAL 1",11.0,14.0,C22,102
1,95,"GEOMETRIA Y ALGEBRA LINEAL 1",11.0,14.0,C01,194
19,96,"GEOMETRIA Y ALGEBRA LINEAL 1 INTERACTIVA",8.0,11.0,722,10
2,97,"GEOMETRIA Y ALGEBRA LINEAL 2",8.0,11.5,B01,223
