dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
20,0,"ELECTRONICA FUNDAMENTAL",12.0,15.5,727,20
22,1,"PROGRAMACION 2",12.0,15.0,312,94
19,2,"ADMINISTRACION DE INFRAESTRUCTURAS",16.0,20.0,116,6
5,3,"ADMINISTRACION DE OPERACIONES",8.0,10.5,705,20
4,4,"AGRIMENSURA LEGAL 1",8.0,12.0,C11,25
4,5,"AGRIMENSURA LEGAL 2",12.0,16.0,102,25
21,6,"AGRIMENSURA LEGAL 3",16.0,20.0,116,6
19,7,"AGRIMENSURA LEGAL 4",8.0,12.0,116,6
5,8,"ALISTAMIENTO NAVAL",16.0,20.0,116,6
22,9,"ANALISIS DE ALIMENTOS",8.0,12.0,501,62
24,10,"ANTENAS Y PROPAGACION",16.0,20.0,116,6
7,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,A01,145
23,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
17,13,"ASPECTOS BASICOS DE REDES DE COMPUT",8.0,11.0,C01,194
18,14,"ASTRONOMIA GEODESICA",12.0,16.0,116,6
16,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,B01,223
11,16,"AVALUACIONES 1",12.0,16.0,116,6
18,17,"AVALUACIONES 2",16.0,20.0,116,6
24,18,"AVALUACIONES 3",8.0,12.0,116,6
8,19,"BASES DE DATOS I",12.0,16.0,116,6
13,20,"BASES DE DATOS II",12.0,16.0,116,6
14,21,"BASES DE DATOS PARA INGENIERIA",12.0,15.0,310,16
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,A12,119
5,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,B01,223
5,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,311,29
5,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,C01,194
1,24,"CALCULO VECTORIAL",8.0,11.0,312,94
16,25,"CALIDAD DE AGUAS",12.0,16.0,116,6
