dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
22,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,727,20
18,1,"PROGRAMACION 2",8.0,11.0,312,94
18,2,"ADMINISTRACION DE INFRAESTRUCTURAS",16.0,20.0,116,6
3,3,"ADMINISTRACION DE OPERACIONES",8.0,10.5,A01,145
15,4,"AGRIMENSURA LEGAL 1",12.0,16.0,116,6
23,5,"AGRIMENSURA LEGAL 2",8.0,12.0,116,6
16,6,"AGRIMENSURA LEGAL 3",8.0,12.0,312,94
15,7,"AGRIMENSURA LEGAL 4",16.0,20.0,116,6
13,8,"ALISTAMIENTO NAVAL",8.0,12.0,B01,223
12,9,"ANALISIS DE ALIMENTOS",8.0,12.0,C01,194
19,10,"ANTENAS Y PROPAGACION",8.0,12.0,116,6
8,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,727,20
23,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
19,13,"ASPECTOS BASICOS DE REDES DE COMPUT",8.0,11.0,C12,131
19,14,"ASTRONOMIA GEODESICA",8.0,12.0,307,180
7,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,307,180
6,16,"AVALUACIONES 1",8.0,12.0,116,6
18,17,"AVALUACIONES 2",8.0,12.0,307,180
24,18,"AVALUACIONES 3",8.0,12.0,116,6
6,19,"BASES DE DATOS I",8.0,12.0,A01,145
14,20,"BASES DE DATOS II",8.0,12.0,A01,145
20,21,"BASES DE DATOS PARA INGENIERIA",8.0,11.0,Piso,70
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,307,180
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
5,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,B01,223
5,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,C01,194
24,24,"CALCULO VECTORIAL",8.0,11.0,312,94
12,25,"CALIDAD DE AGUAS",16.0,20.0,116,6
3,26,"CAMINOS Y CALLES 1",8.0,12.0,310,16
10,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",8.0,12.0,A11,25
2,28,"CARTOGRAFIA MATEMATICA",8.0,12.0,116,6
15,29,"CARTOGRAFÍA TEMÁTICA",8.0,12.0,307,180
9,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",8.0,12.0,307,180
11,31,"CATASTRO",8.0,12.0,116,6
11,31,"CATASTRO",8.0,12.0,722,10
