dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
24,0,"ELECTRONICA FUNDAMENTAL",12.0,15.5,727,20
4,1,"PROGRAMACION 2",12.0,15.0,501,62
4,1,"PROGRAMACION 2",12.0,15.0,B01,223
3,2,"ADMINISTRACION DE INFRAESTRUCTURAS",8.0,12.0,115,40
3,2,"ADMINISTRACION DE INFRAESTRUCTURAS",8.0,12.0,Hall,100
8,3,"ADMINISTRACION DE OPERACIONES",8.0,10.5,A01,145
24,4,"AGRIMENSURA LEGAL 1",8.0,12.0,B11,50
8,5,"AGRIMENSURA LEGAL 2",12.0,16.0,116,6
16,6,"AGRIMENSURA LEGAL 3",8.0,12.0,116,6
7,7,"AGRIMENSURA LEGAL 4",8.0,12.0,116,6
7,7,"AGRIMENSURA LEGAL 4",8.0,12.0,305,35
7,7,"AGRIMENSURA LEGAL 4",8.0,12.0,310,16
10,8,"ALISTAMIENTO NAVAL",8.0,12.0,B01,223
15,9,"ANALISIS DE ALIMENTOS",8.0,12.0,307,180
4,10,"ANTENAS Y PROPAGACION",12.0,16.0,502,20
24,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,502,20
25,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
25,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,722,10
20,13,"ASPECTOS BASICOS DE REDES DE COMPUT",8.0,11.0,A22,124
1,14,"ASTRONOMIA GEODESICA",12.0,16.0,A22,124
1,14,"ASTRONOMIA GEODESICA",12.0,16.0,722,10
1,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,A22,124
1,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,722,10
12,16,"AVALUACIONES 1",8.0,12.0,C01,194
13,17,"AVALUACIONES 2",8.0,12.0,307,180
3,18,"AVALUACIONES 3",13.0,17.0,116,6
20,19,"BASES DE DATOS I",8.0,12.0,307,180
22,20,"BASES DE DATOS II",8.0,12.0,A11,25
19,21,"BASES DE DATOS PARA INGENIERIA",16.0,19.0,310,16
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,307,180
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B22,32
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
23,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",11.0,15.0,B01,223
23,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",11.0,15.0,A12,119
19,24,"CALCULO VECTORIAL",8.0,11.0,312,94
10,25,"CALIDAD DE AGUAS",8.0,12.0,A01,145
25,26,"CAMINOS Y CALLES 1",16.0,20.0,310,16
10,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",8.0,12.0,C01,194
9,28,"CARTOGRAFIA MATEMATICA",16.0,20.0,116,6
13,29,"CARTOGRAFÍA TEMÁTICA",12.0,16.0,116,6
13,29,"CARTOGRAFÍA TEMÁTICA",12.0,16.0,725,20
17,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",8.0,12.0,307,180
15,31,"CATASTRO",8.0,12.0,C12,131
19,32,"COMERCIALIZACION",8.0,12.0,307,180
11,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",8.0,12.0,C01,194
24,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",16.0,19.0,C22,102
24,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",16.0,19.0,B01,223
24,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",16.0,19.0,310,16
10,35,"COMPORTAMIENTO MECANICO DE MATERIALES 2",17.5,21.0,116,6
5,36,"COMPORTAMIENTO MEC. DE MATERIALES",8.0,11.5,116,6
13,37,"COMPUTACION 1",12.0,15.0,727,20
15,38,"COMUNICACIONES DIGITALES",12.0,16.0,116,6
2,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",8.0,11.0,310,16
19,40,"CONTABILIDAD (ACT.COMPL.4)",8.0,12.0,B01,223
2,41,"CONTROL DE CALIDAD",8.0,12.0,725,20
2,42,"COSTOS",14.0,18.0,310,16
2,43,"COSTOS PARA INGENIERIA",8.0,12.0,722,10
17,44,"DINAMICA DE MAQUINAS Y VIBRACION",8.0,12.0,A01,145
9,45,"DISEÑO ASISTIDO POR COMPUTADOR",12.0,16.0,116,6
1,46,"DISEÑO CATASTRAL",12.0,16.0,B01,223
1,46,"DISEÑO CATASTRAL",12.0,16.0,B12,141
1,46,"DISEÑO CATASTRAL",12.0,16.0,116,6
24,47,"DISEÑO DE PROCESOS QUIMICOS",8.0,12.0,102,25
16,48,"DISEÑO DE REDES DE COND.EN ING.SANITARIA",16.0,20.0,116,6
6,49,"DISEÑO HIDROLOGICO",16.0,20.0,116,6
8,50,"DISEÑO LOGICO",8.0,12.0,310,16
8,50,"DISEÑO LOGICO",8.0,12.0,116,6
23,51,"DISEÑO Y MONTAJE DE LAS INDUSTRIAS DE PROCESOS",8.0,12.0,102,25
24,52,"ECONOMIA",8.0,12.0,B01,223
24,52,"ECONOMIA",8.0,12.0,C01,194
25,53,"ECONOMÍA (AREA)",16.0,20.0,116,6
9,54,"EJERCICIOS DE INGENIERIA SANITARIA",8.0,12.0,A01,145
25,55,"ELASTICIDAD",8.0,12.0,C21,25
25,55,"ELASTICIDAD",8.0,12.0,B22,32
24,56,"ELECTROMAGNETISMO",8.0,12.0,310,16
24,56,"ELECTROMAGNETISMO",8.0,12.0,A21,72
22,57,"ELECTRONICA AVANZADA 1",8.0,11.0,310,16
13,58,"ELECTRONICA AVANZADA 2",18.0,21.0,116,6
2,59,"ELECTRONICA DE POTENCIA",14.0,18.0,116,6
2,59,"ELECTRONICA DE POTENCIA",14.0,18.0,B01,223
20,60,"ELECTROTECNICA",8.0,11.0,116,6
20,60,"ELECTROTECNICA",8.0,11.0,B01,223
20,60,"ELECTROTECNICA",8.0,11.0,C11,25
4,61,"ELECTROTECNICA I",8.0,10.5,305,35
4,61,"ELECTROTECNICA I",8.0,10.5,C21,25
2,62,"ELECTROTECNICA II",11.0,14.0,B01,223
2,62,"ELECTROTECNICA II",11.0,14.0,601,60
2,62,"ELECTROTECNICA II",11.0,14.0,310,16
17,63,"ELEMENTOS DE GESTION LOGISTICA",8.0,12.0,B01,223
12,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,B12,141
6,65,"ELEMENTOS DE MAQUINAS",12.0,16.0,727,20
4,66,"ELEMENTOS DE MECANICA DE LOS FLUIDOS",8.0,11.0,B11,50
4,66,"ELEMENTOS DE MECANICA DE LOS FLUIDOS",8.0,11.0,A11,25
16,67,"ELEMENTOS DE NAVEGACION",12.0,16.0,116,6
16,67,"ELEMENTOS DE NAVEGACION",12.0,16.0,705,20
2,68,"ELEMENTOS DE TOPOGRAFIA",8.0,12.0,116,6
24,69,"ENERGIA 1- COMBUSTION",8.0,11.0,305,35
6,70,"ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS",12.0,16.0,116,6
16,71,"ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION",8.0,12.0,311,29
16,71,"ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION",8.0,12.0,705,20
11,72,"ESTRUCTURAS DE ACERO",19.0,21.0,116,6
7,73,"ESTRUCTURAS DE BUQUES",8.0,12.0,B01,223
13,74,"ESTRUCTURAS DE DATOS Y ALGORITMOS",8.0,12.0,B01,223
21,75,"ESTRUCTURAS DE MADERA",8.0,12.0,C11,25
21,75,"ESTRUCTURAS DE MADERA",8.0,12.0,722,10
14,76,"ESTUDIO DEL TRABAJO",8.0,12.0,B01,223
1,77,"FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS",8.0,12.0,Piso,70
4,78,"FISICA 1",8.0,11.0,B01,223
4,78,"FISICA 1",8.0,11.0,C01,194
6,79,"FISICA 2",8.0,11.0,Piso,70
11,80,"FISICA 3",8.0,11.0,C22,102
3,81,"FISICA TERMICA",8.0,11.5,311,29
18,82,"FLUIDODINAMICA",8.0,12.0,B21,39
3,83,"FOTOGRAMETRIA",8.0,12.0,722,10
3,83,"FOTOGRAMETRIA",8.0,12.0,310,16
7,84,"FUNCIONES DE VARIABLE COMPLEJA",15.0,18.0,310,16
22,85,"FUNDAMENTOS DE BASES DE DATOS",11.0,14.0,310,16
15,86,"FUNDAMENTOS DE ROBOTICA INDUSTRIAL",8.0,12.0,A01,145
11,87,"FUND. DE LA PROD. DE CELULOSA Y PAPEL",8.0,11.0,116,6
11,87,"FUND. DE LA PROD. DE CELULOSA Y PAPEL",8.0,11.0,725,20
25,88,"GENERADORES DE VAPOR",8.0,12.0,116,6
12,89,"GEODESIA 1",8.0,12.0,116,6
22,90,"GEODESIA 2",8.0,12.0,307,180
3,91,"GEODESIA 3",17.0,21.0,116,6
21,92,"GEOESTADISTICA APLICADA",12.0,16.0,309,16
8,93,"GEOFISICA",8.0,12.0,C01,194
23,94,"GEOLOGIA DE INGENIERIA",8.0,12.0,310,16
23,94,"GEOLOGIA DE INGENIERIA",8.0,12.0,725,20
23,94,"GEOLOGIA DE INGENIERIA",8.0,12.0,309,16
23,95,"GEOMETRIA Y ALGEBRA LINEAL 1",8.0,11.0,B01,223
23,95,"GEOMETRIA Y ALGEBRA LINEAL 1",8.0,11.0,Hall,100
23,95,"GEOMETRIA Y ALGEBRA LINEAL 1",8.0,11.0,C01,194
24,96,"GEOMETRIA Y ALGEBRA LINEAL 1 INTERACTIVA",8.0,11.0,722,10
5,97,"GEOMETRIA Y ALGEBRA LINEAL 2",8.0,11.5,B01,223
5,97,"GEOMETRIA Y ALGEBRA LINEAL 2",8.0,11.5,C01,194
5,97,"GEOMETRIA Y ALGEBRA LINEAL 2",8.0,11.5,727,20
16,98,"GESTION DE CALIDAD",8.0,12.0,722,10
17,99,"GESTION DE CALIDAD AMBIENTAL",8.0,12.0,116,6
6,100,"GESTION DEL MANTENIMIENTO",8.0,12.0,116,6
11,101,"GESTION DE LOS RRHH. EN LA PROD. DE BIENES Y SERV.",11.0,15.0,116,6
3,102,"GESTION DE MANTENIMIENTO",8.0,12.0,727,20
17,103,"HIDRAULICA FLUVIAL Y MARITIMA",8.0,12.0,309,16
17,103,"HIDRAULICA FLUVIAL Y MARITIMA",8.0,12.0,B22,32
12,104,"HIDRAULICA Y NEUMATICA",8.0,12.0,307,180
24,105,"HIDRODINAMICA NAVAL",16.0,20.0,116,6
24,105,"HIDRODINAMICA NAVAL",16.0,20.0,309,16
24,105,"HIDRODINAMICA NAVAL",16.0,20.0,722,10
14,106,"HIDROLOGIA AVANZADA II",8.0,12.0,307,180
14,107,"HIDROLOGIA E HIDRAULICA APLICADAS",8.0,12.0,727,20
14,107,"HIDROLOGIA E HIDRAULICA APLICADAS",8.0,12.0,722,10
20,108,"HIGIENE Y SERV. DE PLANTAS PROC. DE ALIMENTOS",8.0,12.0,A01,145
18,109,"HORMIGON ESTRUCTURAL 1",8.0,11.5,310,16
1,110,"HORMIGON ESTRUCTURAL 2",16.0,18.0,B01,223
10,111,"HORMIGON ESTRUCTURAL 3",8.0,13.5,116,6
10,111,"HORMIGON ESTRUCTURAL 3",8.0,13.5,102,25
9,112,"INGENIERIA AMBIENTAL PARA LA INDUSTRIA DE PROCESOS",8.0,12.0,B01,223
21,113,"INGENIERIA BIOQUIMICA",8.0,12.0,725,20
21,113,"INGENIERIA BIOQUIMICA",8.0,12.0,501,62
1,114,"INGENIERIA DE LAS REACCIONES QUIMICAS 1",8.0,12.0,703,20
1,115,"INGENIERIA DE LAS REACCIONES QUIMICAS 2",9.5,11.5,A11,25
23,116,"INGENIERIA DE LOS PROCESOS ELECTROQUIMICOS",8.0,12.0,116,6
23,116,"INGENIERIA DE LOS PROCESOS ELECTROQUIMICOS",8.0,12.0,B21,39
23,117,"INGENIERIA DE SOFTWARE",16.0,20.0,309,16
2,118,"INGENIERIA LEGAL",8.0,12.0,311,29
13,119,"INGLES CONVERSACIONAL (ACT.COMPL.2)",8.0,12.0,A01,145
4,120,"INGLES TECNICO",8.0,12.0,116,6
4,120,"INGLES TECNICO",8.0,12.0,501,62
4,120,"INGLES TECNICO",8.0,12.0,502,20
4,121,"INGLES TECNICO 1 (ACT.COMPL.1)",10.5,14.5,305,35
8,122,"INSTALACIONES ELECTRICAS",8.0,12.0,722,10
10,123,"INSTALACIONES GENERALES DE GASES COMBUSTIBLES",8.0,12.0,307,180
4,124,"INSTRUMENTACION INDUSTRIAL",16.0,20.0,310,16
4,124,"INSTRUMENTACION INDUSTRIAL",16.0,20.0,116,6
9,125,"INSTRUMENTACION Y CONTROL",8.0,11.0,B12,141
24,126,"INT. A LA CIENCIA DE LOS MATERIALES",11.0,12.5,722,10
1,127,"INT. A LA CIENCIA DE MATERIALES",8.0,9.5,312,94
1,127,"INT. A LA CIENCIA DE MATERIALES",8.0,9.5,A11,25
14,128,"INT. A LA COMBUSTION",8.0,12.0,A01,145
1,129,"INT. A LA CONSTRUCCION",16.0,20.0,310,16
1,129,"INT. A LA CONSTRUCCION",16.0,20.0,727,20
11,130,"INT. A LA CORROSION DEL HORMIGON ARMADO",8.0,12.0,307,180
21,131,"INT. A LA ELECTROTECNIA",8.0,11.0,703,20
18,132,"INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.",11.5,15.5,116,6
18,132,"INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.",11.5,15.5,725,20
18,132,"INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.",11.5,15.5,310,16
15,133,"INT. A LA EVAL.DE LA CAL.DE LA INF.GEOGR.(ÁREA)",16.0,20.0,116,6
19,134,"INT. A LA EVALUACION Y GESTION AMBIENTAL",16.0,20.0,116,6
1,135,"INT. A LA FISICA MODERNA",8.0,12.0,727,20
1,135,"INT. A LA FISICA MODERNA",8.0,12.0,C21,25
25,136,"INT. A LA GEODESIA Y SIST. DE POS. GLOBAL",11.0,15.0,722,10
24,137,"INT. A LA INGENIERIA BIOQUIMICA",12.0,16.0,B01,223
24,137,"INT. A LA INGENIERIA BIOQUIMICA",12.0,16.0,307,180
24,137,"INT. A LA INGENIERIA BIOQUIMICA",12.0,16.0,312,94
25,138,"INT. A LA INGENIERIA DE PROCESOS",12.0,16.0,310,16
5,139,"INT. A LA INGENIERIA DE SOFTWARE",8.0,11.0,310,16
11,140,"INT. A LA INGENIERIA NAVAL",15.0,19.0,116,6
4,141,"INT. A LA INGENIERIA SANITARIA",12.0,16.0,310,16
24,142,"INT. A LA INVESTIGACION DE OPERACIONES",8.0,12.0,Hall,100
24,142,"INT. A LA INVESTIGACION DE OPERACIONES",8.0,12.0,116,6
24,142,"INT. A LA INVESTIGACION DE OPERACIONES",8.0,12.0,727,20
25,143,"INT. A LA MECANICA DE LOS FLUIDOS",8.0,12.0,A01,145
25,143,"INT. A LA MECANICA DE LOS FLUIDOS",8.0,12.0,C12,131
25,143,"INT. A LA MECANICA DE LOS FLUIDOS",8.0,12.0,310,16
3,144,"INT. A LA MECANICA DE SUELOS",16.0,19.5,310,16
16,145,"INT. AL ANALISIS RURAL",8.0,12.0,C01,194
2,146,"INT. A LA OPTICA",12.0,15.5,722,10
17,147,"INT. A LA PREVENCION DE RIESGOS LABORALES",16.0,20.0,116,6
24,148,"INT. A LAS ECUACIONES DIFERENCIALES",12.0,15.0,310,16
11,149,"INT. A LA TERMODINAMICA",8.0,11.0,501,62
11,149,"INT. A LA TERMODINAMICA",8.0,11.0,B01,223
19,150,"INT. AL CONTROL INDUSTRIAL",8.0,12.0,C01,194
13,151,"INT. AL DERECHO",16.0,18.0,116,6
13,151,"INT. AL DERECHO",16.0,18.0,725,20
1,152,"INT. A LOS MICROPROCESADORES",8.0,12.0,310,16
1,152,"INT. A LOS MICROPROCESADORES",8.0,12.0,725,20
1,152,"INT. A LOS MICROPROCESADORES",8.0,12.0,116,6
22,153,"INT. A LOS SIST. DE PROT. DE SIST. ELECT. DE POT.",8.0,12.0,725,20
13,154,"INT. AL SISTEMA CLIMATICO",8.0,12.0,116,6
