dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
4,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,31,35
4,1,"PROGRAMACION 2",8.0,11.0,312,94
17,2,"ADMINISTRACION DE INFRAESTRUCTURAS",16.0,20.0,116,6
14,3,"ADMINISTRACION DE OPERACIONES",8.0,10.5,C12,131
1,4,"AGRIMENSURA LEGAL 1",8.0,12.0,703,20
2,5,"AGRIMENSURA LEGAL 2",11.0,15.0,B01,223
19,6,"AGRIMENSURA LEGAL 3",12.0,16.0,116,6
22,7,"AGRIMENSURA LEGAL 4",12.0,16.0,116,6
23,8,"ALISTAMIENTO NAVAL",8.0,12.0,722,10
25,9,"ANALISIS DE ALIMENTOS",16.0,20.0,116,6
21,10,"ANTENAS Y PROPAGACION",16.0,20.0,116,6
17,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,307,180
23,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
11,13,"ASPECTOS BASICOS DE REDES DE COMPUT",8.0,11.0,B12,141
20,14,"ASTRONOMIA GEODESICA",16.0,20.0,116,6
18,15,"AUTOMATAS PROGRAMABLES",12.0,16.0,116,6
1,16,"AVALUACIONES 1",12.0,16.0,116,6
15,17,"AVALUACIONES 2",12.0,16.0,116,6
3,18,"AVALUACIONES 3",8.0,12.0,116,6
11,19,"BASES DE DATOS I",8.0,12.0,116,6
18,20,"BASES DE DATOS II",16.0,20.0,116,6
9,21,"BASES DE DATOS PARA INGENIERIA",16.0,19.0,310,16
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,307,180
1,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",11.0,15.0,B01,223
1,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",11.0,15.0,C01,194
14,24,"CALCULO VECTORIAL",8.0,11.0,312,94
8,25,"CALIDAD DE AGUAS",8.0,12.0,727,20
2,26,"CAMINOS Y CALLES 1",12.0,16.0,310,16
14,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",16.0,20.0,116,6
4,28,"CARTOGRAFIA MATEMATICA",16.0,20.0,116,6
12,29,"CARTOGRAFÍA TEMÁTICA",16.0,20.0,116,6
10,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",16.0,20.0,116,6
22,31,"CATASTRO",16.0,20.0,116,6
8,32,"COMERCIALIZACION",12.0,16.0,116,6
17,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",12.0,16.0,116,6
