dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
24,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,Hall,100
24,1,"PROGRAMACION 2",8.0,11.0,312,94
24,1,"PROGRAMACION 2",8.0,11.0,725,20
7,2,"ADMINISTRACION DE INFRAESTRUCTURAS",16.0,20.0,116,6
3,3,"ADMINISTRACION DE OPERACIONES",8.0,10.5,705,20
1,4,"AGRIMENSURA LEGAL 1",12.0,16.0,116,6
1,5,"AGRIMENSURA LEGAL 2",8.0,12.0,B11,50
2,6,"AGRIMENSURA LEGAL 3",12.0,16.0,116,6
6,7,"AGRIMENSURA LEGAL 4",12.0,16.0,116,6
21,8,"ALISTAMIENTO NAVAL",12.0,16.0,601,60
22,9,"ANALISIS DE ALIMENTOS",16.0,20.0,116,6
11,10,"ANTENAS Y PROPAGACION",12.0,16.0,116,6
3,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,C21,25
2,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
9,13,"ASPECTOS BASICOS DE REDES DE COMPUT",8.0,11.0,Piso,70
10,14,"ASTRONOMIA GEODESICA",12.0,16.0,102,25
10,14,"ASTRONOMIA GEODESICA",12.0,16.0,116,6
13,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,116,6
24,16,"AVALUACIONES 1",12.0,16.0,310,16
8,17,"AVALUACIONES 2",8.0,12.0,116,6
4,18,"AVALUACIONES 3",8.0,12.0,116,6
25,19,"BASES DE DATOS I",8.0,12.0,C12,131
9,20,"BASES DE DATOS II",8.0,12.0,C11,25
3,21,"BASES DE DATOS PARA INGENIERIA",12.0,15.0,310,16
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,307,180
5,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,B01,223
5,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,C01,194
5,24,"CALCULO VECTORIAL",8.0,11.0,312,94
14,25,"CALIDAD DE AGUAS",12.0,16.0,116,6
25,26,"CAMINOS Y CALLES 1",12.0,16.0,310,16
21,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",12.0,16.0,116,6
18,28,"CARTOGRAFIA MATEMATICA",12.0,16.0,116,6
8,29,"CARTOGRAFÍA TEMÁTICA",12.0,16.0,116,6
16,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",16.0,20.0,116,6
8,31,"CATASTRO",8.0,12.0,B01,223
20,32,"COMERCIALIZACION",8.0,12.0,116,6
20,32,"COMERCIALIZACION",8.0,12.0,502,20
19,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",12.0,16.0,116,6
2,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",16.0,19.0,310,16
5,35,"COMPORTAMIENTO MECANICO DE MATERIALES 2",17.5,21.0,116,6
14,36,"COMPORTAMIENTO MEC. DE MATERIALES",8.0,11.5,312,94
1,37,"COMPUTACION 1",16.0,19.0,727,20
22,38,"COMUNICACIONES DIGITALES",12.0,16.0,310,16
20,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",12.0,15.0,310,16
15,40,"CONTABILIDAD (ACT.COMPL.4)",12.0,16.0,116,6
23,41,"CONTROL DE CALIDAD",8.0,12.0,727,20
3,42,"COSTOS",8.0,12.0,310,16
2,43,"COSTOS PARA INGENIERIA",8.0,12.0,725,20
7,44,"DINAMICA DE MAQUINAS Y VIBRACION",8.0,12.0,A22,124
23,45,"DISEÑO ASISTIDO POR COMPUTADOR",16.0,20.0,116,6
2,46,"DISEÑO CATASTRAL",12.0,16.0,310,16
11,47,"DISEÑO DE PROCESOS QUIMICOS",8.0,12.0,C01,194
24,48,"DISEÑO DE REDES DE COND.EN ING.SANITARIA",16.0,20.0,116,6
14,49,"DISEÑO HIDROLOGICO",8.0,12.0,116,6
24,50,"DISEÑO LOGICO",8.0,12.0,727,20
13,51,"DISEÑO Y MONTAJE DE LAS INDUSTRIAS DE PROCESOS",8.0,12.0,705,20
25,52,"ECONOMIA",8.0,12.0,B23,101
25,52,"ECONOMIA",8.0,12.0,C01,194
22,53,"ECONOMÍA (AREA)",8.0,12.0,310,16
4,54,"EJERCICIOS DE INGENIERIA SANITARIA",16.0,20.0,116,6
23,55,"ELASTICIDAD",8.0,12.0,116,6
4,56,"ELECTROMAGNETISMO",8.0,12.0,B23,101
24,57,"ELECTRONICA AVANZADA 1",16.0,19.0,310,16
4,58,"ELECTRONICA AVANZADA 2",12.0,15.0,A12,119
24,59,"ELECTRONICA DE POTENCIA",8.0,12.0,307,180
7,60,"ELECTROTECNICA",8.0,11.0,703,20
25,61,"ELECTROTECNICA I",11.0,13.5,305,35
25,62,"ELECTROTECNICA II",8.0,11.0,502,20
15,63,"ELEMENTOS DE GESTION LOGISTICA",8.0,12.0,116,6
25,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,C21,25
13,65,"ELEMENTOS DE MAQUINAS",8.0,12.0,Actos,128
25,66,"ELEMENTOS DE MECANICA DE LOS FLUIDOS",8.0,11.0,B11,50
12,67,"ELEMENTOS DE NAVEGACION",12.0,16.0,116,6
1,68,"ELEMENTOS DE TOPOGRAFIA",12.0,16.0,722,10
25,69,"ENERGIA 1- COMBUSTION",8.0,11.0,305,35
11,70,"ENERGIA 2:GEN ENERG PLANTAS VAPOR Y GAS",8.0,12.0,116,6
10,71,"ENSAYOS ELECTRICOS Y EQUIPOS DE MEDIA TENSION",16.0,20.0,116,6
9,72,"ESTRUCTURAS DE ACERO",8.0,10.0,A21,72
5,73,"ESTRUCTURAS DE BUQUES",8.0,12.0,B23,101
6,74,"ESTRUCTURAS DE DATOS Y ALGORITMOS",16.0,20.0,116,6
1,75,"ESTRUCTURAS DE MADERA",8.0,12.0,A12,119
1,76,"ESTUDIO DEL TRABAJO",12.0,16.0,B11,50
8,77,"FENOMENOS DE TRANSPORTE EN ING. DE PROCESOS",8.0,12.0,311,29
1,78,"FISICA 1",11.0,14.0,B01,223
1,78,"FISICA 1",11.0,14.0,C01,194
23,79,"FISICA 2",8.0,11.0,Piso,70
5,80,"FISICA 3",8.0,11.0,C22,102
24,81,"FISICA TERMICA",8.0,11.5,311,29
1,82,"FLUIDODINAMICA",8.0,12.0,B21,39
24,83,"FOTOGRAMETRIA",8.0,12.0,A22,124
9,84,"FUNCIONES DE VARIABLE COMPLEJA",12.0,15.0,310,16
1,85,"FUNDAMENTOS DE BASES DE DATOS",11.5,14.5,310,16
