dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
14,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,727,20
25,1,"PROGRAMACION 2",11.0,14.0,B01,223
25,1,"PROGRAMACION 2",11.0,14.0,310,16
25,1,"PROGRAMACION 2",11.0,14.0,116,6
17,2,"ADMINISTRACION DE INFRAESTRUCTURAS",8.0,12.0,307,180
25,3,"ADMINISTRACION DE OPERACIONES",18.0,20.5,116,6
18,4,"AGRIMENSURA LEGAL 1",8.0,12.0,B11,50
18,4,"AGRIMENSURA LEGAL 1",8.0,12.0,B01,223
24,5,"AGRIMENSURA LEGAL 2",8.0,12.0,102,25
5,6,"AGRIMENSURA LEGAL 3",8.0,12.0,116,6
5,6,"AGRIMENSURA LEGAL 3",8.0,12.0,310,16
9,7,"AGRIMENSURA LEGAL 4",15.0,19.0,116,6
14,8,"ALISTAMIENTO NAVAL",8.0,12.0,C01,194
15,9,"ANALISIS DE ALIMENTOS",8.0,12.0,307,180
19,10,"ANTENAS Y PROPAGACION",15.0,19.0,116,6
19,10,"ANTENAS Y PROPAGACION",15.0,19.0,B21,39
24,11,"APLICACIONES DEL ALGEBRA LINEAL",15.0,18.0,705,20
2,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
21,13,"ASPECTOS BASICOS DE REDES DE COMPUT",12.0,15.0,C21,25
3,14,"ASTRONOMIA GEODESICA",8.0,12.0,102,25
2,15,"AUTOMATAS PROGRAMABLES",14.5,18.5,727,20
3,16,"AVALUACIONES 1",16.0,20.0,116,6
3,16,"AVALUACIONES 1",16.0,20.0,B01,223
22,17,"AVALUACIONES 2",8.0,12.0,A01,145
24,18,"AVALUACIONES 3",8.0,12.0,722,10
6,19,"BASES DE DATOS I",8.0,12.0,722,10
12,20,"BASES DE DATOS II",8.0,12.0,307,180
9,21,"BASES DE DATOS PARA INGENIERIA",8.0,11.0,B11,50
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,312,94
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,307,180
24,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,Actos,128
24,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,C01,194
24,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,116,6
20,24,"CALCULO VECTORIAL",8.0,11.0,312,94
23,25,"CALIDAD DE AGUAS",11.5,15.5,305,35
23,25,"CALIDAD DE AGUAS",11.5,15.5,703,20
25,26,"CAMINOS Y CALLES 1",8.0,12.0,703,20
21,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",8.0,12.0,725,20
23,28,"CARTOGRAFIA MATEMATICA",12.0,16.0,722,10
12,29,"CARTOGRAFÍA TEMÁTICA",8.0,12.0,B01,223
24,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",16.0,20.0,310,16
24,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",16.0,20.0,722,10
23,31,"CATASTRO",11.5,15.5,310,16
16,32,"COMERCIALIZACION",12.0,16.0,116,6
12,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",8.0,12.0,B12,141
22,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",8.0,11.0,310,16
5,35,"COMPORTAMIENTO MECANICO DE MATERIALES 2",17.5,21.0,116,6
2,36,"COMPORTAMIENTO MEC. DE MATERIALES",8.0,11.5,116,6
25,37,"COMPUTACION 1",8.0,11.0,727,20
25,37,"COMPUTACION 1",8.0,11.0,B22,32
24,38,"COMUNICACIONES DIGITALES",8.0,12.0,725,20
16,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",8.0,11.0,310,16
7,40,"CONTABILIDAD (ACT.COMPL.4)",8.0,12.0,C01,194
23,41,"CONTROL DE CALIDAD",12.0,16.0,309,16
23,41,"CONTROL DE CALIDAD",12.0,16.0,705,20
2,42,"COSTOS",8.0,12.0,310,16
21,43,"COSTOS PARA INGENIERIA",8.0,12.0,722,10
14,44,"DINAMICA DE MAQUINAS Y VIBRACION",8.0,12.0,B01,223
2,45,"DISEÑO ASISTIDO POR COMPUTADOR",12.0,16.0,309,16
20,46,"DISEÑO CATASTRAL",12.0,16.0,116,6
16,47,"DISEÑO DE PROCESOS QUIMICOS",8.0,12.0,307,180
18,48,"DISEÑO DE REDES DE COND.EN ING.SANITARIA",16.0,20.0,116,6
22,49,"DISEÑO HIDROLOGICO",16.0,20.0,116,6
25,50,"DISEÑO LOGICO",11.0,15.0,727,20
25,51,"DISEÑO Y MONTAJE DE LAS INDUSTRIAS DE PROCESOS",8.0,12.0,102,25
1,52,"ECONOMIA",14.0,18.0,B01,223
1,52,"ECONOMIA",14.0,18.0,B12,141
1,52,"ECONOMIA",14.0,18.0,727,20
7,53,"ECONOMÍA (AREA)",8.0,12.0,116,6
17,54,"EJERCICIOS DE INGENIERIA SANITARIA",8.0,12.0,C01,194
21,55,"ELASTICIDAD",15.0,19.0,116,6
8,56,"ELECTROMAGNETISMO",8.0,12.0,311,29
8,56,"ELECTROMAGNETISMO",8.0,12.0,C11,25
8,56,"ELECTROMAGNETISMO",8.0,12.0,309,16
1,57,"ELECTRONICA AVANZADA 1",12.0,15.0,703,20
19,58,"ELECTRONICA AVANZADA 2",8.0,11.0,116,6
20,59,"ELECTRONICA DE POTENCIA",8.0,12.0,722,10
