dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
10,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,312,94
10,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,722,10
1,1,"PROGRAMACION 2",18.0,21.0,B01,223
1,1,"PROGRAMACION 2",18.0,21.0,312,94
1,1,"PROGRAMACION 2",18.0,21.0,116,6
1,1,"PROGRAMACION 2",18.0,21.0,722,10
5,2,"ADMINISTRACION DE INFRAESTRUCTURAS",15.0,19.0,305,35
5,2,"ADMINISTRACION DE INFRAESTRUCTURAS",15.0,19.0,722,10
4,3,"ADMINISTRACION DE OPERACIONES",8.0,10.5,Actos,128
24,4,"AGRIMENSURA LEGAL 1",8.0,12.0,703,20
6,5,"AGRIMENSURA LEGAL 2",15.5,19.5,727,20
6,5,"AGRIMENSURA LEGAL 2",15.5,19.5,116,6
6,5,"AGRIMENSURA LEGAL 2",15.5,19.5,725,20
10,6,"AGRIMENSURA LEGAL 3",16.0,20.0,116,6
20,7,"AGRIMENSURA LEGAL 4",8.0,12.0,116,6
20,7,"AGRIMENSURA LEGAL 4",8.0,12.0,722,10
17,8,"ALISTAMIENTO NAVAL",8.0,12.0,B01,223
3,9,"ANALISIS DE ALIMENTOS",8.0,12.0,B01,223
21,10,"ANTENAS Y PROPAGACION",12.0,16.0,116,6
18,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,C12,131
22,12,"ARQUITECTURA DE COMPUTADORAS",8.0,11.0,601,60
23,13,"ASPECTOS BASICOS DE REDES DE COMPUT",12.0,15.0,705,20
23,13,"ASPECTOS BASICOS DE REDES DE COMPUT",12.0,15.0,310,16
12,14,"ASTRONOMIA GEODESICA",8.0,12.0,B12,141
22,15,"AUTOMATAS PROGRAMABLES",12.0,16.0,722,10
17,16,"AVALUACIONES 1",8.0,12.0,C11,25
18,17,"AVALUACIONES 2",8.0,12.0,A01,145
5,18,"AVALUACIONES 3",8.0,12.0,B21,39
5,18,"AVALUACIONES 3",8.0,12.0,116,6
4,19,"BASES DE DATOS I",8.0,12.0,B01,223
21,20,"BASES DE DATOS II",8.0,12.0,C01,194
2,21,"BASES DE DATOS PARA INGENIERIA",11.5,14.5,310,16
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B21,39
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
1,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,A01,145
1,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",14.0,18.0,B01,223
1,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",14.0,18.0,C01,194
24,24,"CALCULO VECTORIAL",11.0,14.0,312,94
24,24,"CALCULO VECTORIAL",11.0,14.0,722,10
21,25,"CALIDAD DE AGUAS",8.0,12.0,307,180
23,26,"CAMINOS Y CALLES 1",15.0,19.0,705,20
23,26,"CAMINOS Y CALLES 1",15.0,19.0,722,10
23,26,"CAMINOS Y CALLES 1",15.0,19.0,311,29
1,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",14.5,18.5,310,16
17,28,"CARTOGRAFIA MATEMATICA",8.0,12.0,116,6
15,29,"CARTOGRAFÍA TEMÁTICA",8.0,12.0,C01,194
17,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",8.0,12.0,C01,194
5,31,"CATASTRO",8.0,12.0,102,25
5,31,"CATASTRO",8.0,12.0,722,10
5,31,"CATASTRO",8.0,12.0,727,20
18,32,"COMERCIALIZACION",8.0,12.0,B01,223
3,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",8.0,12.0,116,6
3,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",8.0,12.0,A11,25
2,34,"COMPORTAMIENTO MECANICO DE MATERIALES 1",14.5,17.5,310,16
20,35,"COMPORTAMIENTO MECANICO DE MATERIALES 2",16.0,19.5,116,6
20,35,"COMPORTAMIENTO MECANICO DE MATERIALES 2",16.0,19.5,309,16
14,36,"COMPORTAMIENTO MEC. DE MATERIALES",8.0,11.5,116,6
5,37,"COMPUTACION 1",16.0,19.0,727,20
5,37,"COMPUTACION 1",16.0,19.0,310,16
18,38,"COMUNICACIONES DIGITALES",16.0,20.0,116,6
24,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",8.0,11.0,C21,25
24,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",8.0,11.0,C11,25
24,39,"COMUNICACION ORAL Y ESCRITA (ACT.COMPL3)",8.0,11.0,722,10
12,40,"CONTABILIDAD (ACT.COMPL.4)",8.0,12.0,C01,194
25,41,"CONTROL DE CALIDAD",8.0,12.0,727,20
19,42,"COSTOS",8.0,12.0,310,16
19,42,"COSTOS",8.0,12.0,C11,25
2,43,"COSTOS PARA INGENIERIA",11.0,15.0,722,10
11,44,"DINAMICA DE MAQUINAS Y VIBRACION",8.0,12.0,A01,145
10,45,"DISEÑO ASISTIDO POR COMPUTADOR",12.0,16.0,116,6
9,46,"DISEÑO CATASTRAL",8.0,12.0,116,6
4,47,"DISEÑO DE PROCESOS QUIMICOS",8.0,12.0,C01,194
23,48,"DISEÑO DE REDES DE COND.EN ING.SANITARIA",8.0,12.0,310,16
22,49,"DISEÑO HIDROLOGICO",8.0,12.0,116,6
2,50,"DISEÑO LOGICO",16.0,20.0,727,20
4,51,"DISEÑO Y MONTAJE DE LAS INDUSTRIAS DE PROCESOS",8.0,12.0,307,180
1,52,"ECONOMIA",11.0,15.0,A01,145
1,52,"ECONOMIA",11.0,15.0,B12,141
1,52,"ECONOMIA",11.0,15.0,703,20
14,53,"ECONOMÍA (AREA)",15.5,19.5,116,6
12,54,"EJERCICIOS DE INGENIERIA SANITARIA",8.0,12.0,B01,223
21,55,"ELASTICIDAD",8.0,12.0,116,6
23,56,"ELECTROMAGNETISMO",8.0,12.0,116,6
23,56,"ELECTROMAGNETISMO",8.0,12.0,C21,25
23,56,"ELECTROMAGNETISMO",8.0,12.0,727,20
24,57,"ELECTRONICA AVANZADA 1",12.0,15.0,310,16
11,58,"ELECTRONICA AVANZADA 2",17.5,20.5,116,6
2,59,"ELECTRONICA DE POTENCIA",15.0,19.0,722,10
20,60,"ELECTROTECNICA",12.0,15.0,705,20
20,60,"ELECTROTECNICA",12.0,15.0,305,35
2,61,"ELECTROTECNICA I",8.0,10.5,305,35
12,62,"ELECTROTECNICA II",8.0,11.0,310,16
21,63,"ELEMENTOS DE GESTION LOGISTICA",8.0,12.0,A01,145
2,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,B01,223
2,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,727,20
2,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,309,16
2,64,"ELEMENTOS DE INGENIERIA AMBIENTAL",8.0,12.0,703,20
1,65,"ELEMENTOS DE MAQUINAS",8.0,12.0,309,16
