dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
3,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,116,6
3,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,A11,25
3,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,B01,223
5,1,"PROGRAMACION 2",8.0,11.0,312,94
5,1,"PROGRAMACION 2",8.0,11.0,722,10
22,2,"ADMINISTRACION DE INFRAESTRUCTURAS",11.5,15.5,705,20
7,3,"ADMINISTRACION DE OPERACIONES",12.0,14.5,B22,32
4,4,"AGRIMENSURA LEGAL 1",8.0,12.0,116,6
4,4,"AGRIMENSURA LEGAL 1",8.0,12.0,102,25
9,5,"AGRIMENSURA LEGAL 2",12.0,16.0,116,6
18,6,"AGRIMENSURA LEGAL 3",12.0,16.0,116,6
18,7,"AGRIMENSURA LEGAL 4",16.0,20.0,116,6
15,8,"ALISTAMIENTO NAVAL",8.0,12.0,C01,194
23,9,"ANALISIS DE ALIMENTOS",16.0,20.0,116,6
23,9,"ANALISIS DE ALIMENTOS",16.0,20.0,722,10
1,10,"ANTENAS Y PROPAGACION",11.0,15.0,116,6
1,10,"ANTENAS Y PROPAGACION",11.0,15.0,102,25
1,10,"ANTENAS Y PROPAGACION",11.0,15.0,115,40
1,10,"ANTENAS Y PROPAGACION",11.0,15.0,309,16
24,11,"APLICACIONES DEL ALGEBRA LINEAL",12.0,15.0,B01,223
1,12,"ARQUITECTURA DE COMPUTADORAS",11.0,14.0,601,60
14,13,"ASPECTOS BASICOS DE REDES DE COMPUT",8.0,11.0,Actos,128
12,14,"ASTRONOMIA GEODESICA",8.0,12.0,B01,223
16,15,"AUTOMATAS PROGRAMABLES",8.0,12.0,C01,194
25,16,"AVALUACIONES 1",8.0,12.0,102,25
22,17,"AVALUACIONES 2",12.0,16.0,C01,194
22,17,"AVALUACIONES 2",12.0,16.0,B01,223
12,18,"AVALUACIONES 3",12.0,16.0,116,6
9,19,"BASES DE DATOS I",8.0,12.0,C01,194
14,20,"BASES DE DATOS II",8.0,12.0,116,6
24,21,"BASES DE DATOS PARA INGENIERIA",11.0,14.0,310,16
7,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B01,223
7,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,C01,194
7,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,B12,141
7,22,"CALCULO DIF. E INTEGRAL EN UNA VARIABLE",8.0,11.0,727,20
22,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,C01,194
22,23,"CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES",8.0,12.0,A01,145
1,24,"CALCULO VECTORIAL",12.0,15.0,312,94
19,25,"CALIDAD DE AGUAS",8.0,12.0,A01,145
24,26,"CAMINOS Y CALLES 1",8.0,12.0,C11,25
7,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",12.0,16.0,116,6
7,27,"CAPTURA DE DATOS POR PERCEPCION REMOTA",12.0,16.0,309,16
24,28,"CARTOGRAFIA MATEMATICA",12.0,16.0,B21,39
12,29,"CARTOGRAFÍA TEMÁTICA",8.0,12.0,307,180
1,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",15.0,19.0,303,76
1,30,"CARTOGRAFÍA TEMÁTICA (ÁREA)",15.0,19.0,115,40
12,31,"CATASTRO",8.0,12.0,A01,145
3,32,"COMERCIALIZACION",11.5,15.5,116,6
3,32,"COMERCIALIZACION",11.5,15.5,309,16
14,33,"COMPL.ARQUITECTURA DE COMPUTADORAS",8.0,12.0,A01,145
