dia,materia_id,materia_nombre,hora_inicio,hora_fin,salon,capacidad
16,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,A21,72
16,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,Actos,128
16,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,B01,223
16,0,"ELECTRONICA FUNDAMENTAL",8.0,11.5,722,10
17,1,"PROGRAMACION 2",8.0,11.0,312,94
9,2,"ADMINISTRACION DE INFRAESTRUCTURAS",8.0,12.0,B01,223
8,3,"ADMINISTRACION DE OPERACIONES",12.0,14.5,727,20
8,3,"ADMINISTRACION DE OPERACIONES",12.0,14.5,722,10
24,4,"AGRIMENSURA LEGAL 1",12.0,16.0,501,62
1,5,"AGRIMENSURA LEGAL 2",8.0,12.0,B22,32
1,5,"AGRIMENSURA LEGAL 2",8.0,12.0,309,16
1,5,"AGRIMENSURA LEGAL 2",8.0,12.0,310,16
16,6,"AGRIMENSURA LEGAL 3",12.0,16.0,116,6
22,7,"AGRIMENSURA LEGAL 4",8.0,12.0,722,10
22,7,"AGRIMENSURA LEGAL 4",8.0,12.0,A22,124
22,7,"AGRIMENSURA LEGAL 4",8.0,12.0,309,16
22,7,"AGRIMENSURA LEGAL 4",8.0,12.0,C21,25
4,8,"ALISTAMIENTO NAVAL",8.0,12.0,301,76
21,9,"ANALISIS DE ALIMENTOS",8.0,12.0,C01,194
3,10,"ANTENAS Y PROPAGACION",8.0,12.0,116,6
3,10,"ANTENAS Y PROPAGACION",8.0,12.0,309,16
11,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,102,25
11,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,31,35
11,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,601,60
11,11,"APLICACIONES DEL ALGEBRA LINEAL",8.0,11.0,703,20
8,12,"ARQUITECTURA DE COMPUTADORAS",12.0,15.0,C11,25
8,12,"ARQUITECTURA DE COMPUTADORAS",12.0,15.0,Actos,128
8,12,"ARQUITECTURA DE COMPUTADORAS",12.0,15.0,A11,25
14,13,"ASPECTOS BASICOS DE REDES DE COMPUT",11.0,14.0,B22,32
14,13,"ASPECTOS BASICOS DE REDES DE COMPUT",11.0,14.0,502,20
14,13,"ASPECTOS BASICOS DE REDES DE COMPUT",11.0,14.0,115,40
14,13,"ASPECTOS BASICOS DE REDES DE COMPUT",11.0,14.0,725,20
15,14,"ASTRONOMIA GEODESICA",8.0,12.0,705,20
